,PlayerName,PlayerHeight,PlayerWeight,PotentialRating,BestPositions,BestOverallRating,PlayerValue,Wage,Nationality,Crossing,FinishingAccuracy,HeadingAccuracy,ShortPassing,Volleys,DefensiveAwareness,StandingTackle,SlidingTackle,Diving,Handling,Kicking,GkPositioning,Reflexes,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,JumpingPower,Stamina,Strength,LongShots,PreferredFoot,WeakFoot,SkillMoves,InternationalReputations,WorkRate,BodyType,Dribbling,Curve,FreekickAccuracy,LongPassing,BallControl,Age
10724,Fabian Herbers,183,75,65,ST,66,775000,2000,Germany,66,68,65,66,51,47,43,42,14,10,9,14,9,66,53,65,60,66,61,65,69,61,64,60,69,63,67,64,56,Right,3,3,1,Medium/ Medium,Normal (170-185),66,60,59,60,68,29
10725,Magnus Christensen,190,75,72,CDM,66,1400000,3000,Denmark,54,44,63,68,43,63,66,61,11,6,9,5,12,59,63,48,58,48,60,65,64,64,60,65,56,73,75,70,42,Right,3,2,1,Medium/ Medium,Lean (185+),56,37,44,62,63,25
10726,Liam Feeney,183,76,65,RM,66,375000,3000,England,72,53,47,63,58,50,56,54,12,8,10,12,8,49,54,61,60,51,56,75,78,75,61,70,63,54,75,68,60,Right,3,3,1,High/ Low,Normal (170-185),67,67,53,60,64,35
10727,Daniel Vivian Moreno,183,83,78,CB,67,1600000,4000,Spain,44,40,68,53,38,67,66,62,9,8,12,10,8,68,63,28,40,23,52,53,63,60,62,67,46,79,53,70,24,Right,2,2,1,Medium/ Medium,Normal (170-185),38,28,22,65,58,23
10728,Milton Rodrigo Benítez Lirio,171,63,65,CAM,67,325000,500,Paraguay,45,60,46,65,55,52,50,35,16,12,16,16,8,42,50,65,67,57,46,75,69,76,66,71,68,72,75,64,66,Right,2,2,1,Medium/ Medium,Lean (170-185),68,33,35,67,68,36
10729,Moussa Sidibé,170,75,68,LM,66,950000,3000,Mali,60,59,37,61,41,22,24,26,7,10,13,15,8,70,33,56,59,52,55,83,79,77,57,79,66,64,67,53,67,Left,2,3,1,Medium/ Medium,Normal (170-),65,58,42,54,64,28
10730,Connal Trueman,186,74,72,GK,65,1200000,3000,England,18,15,23,41,12,29,22,24,66,64,61,63,68,29,23,12,37,26,33,47,44,39,56,65,46,55,35,40,17,Right,3,1,1,Medium/ Medium,Lean (185+),21,16,20,46,29,26
10731,Matěj Polidar,179,73,78,LM,67,1700000,500,Czech Republic,65,56,54,60,56,49,58,55,5,13,12,11,6,73,51,59,59,47,67,78,76,67,69,65,59,66,68,64,57,Left,3,2,1,Medium/ Medium,Lean (170-185),66,57,30,54,66,23
10732,Furkan Soyalp,175,73,68,CAM,68,950000,4000,Turkey,61,54,50,71,60,51,53,46,8,7,13,7,16,49,53,61,66,51,62,65,66,70,57,67,66,62,64,61,61,Right,4,3,1,Medium/ Medium,Lean (170-185),71,64,50,67,68,27
10733,Aiden O'Neill,178,70,72,CAM,67,1400000,2000,Australia,53,64,45,67,52,59,58,52,10,15,7,12,9,56,62,59,61,49,68,73,75,78,61,72,61,74,74,60,70,Right,3,3,1,High/ High,Normal (170-185),63,58,42,66,68,24
10734,Marko Janković,172,65,69,CAM,67,1000000,7000,Montenegro,59,60,44,66,43,45,28,35,13,13,6,15,6,55,41,66,65,60,63,75,71,71,61,82,66,51,55,48,58,Right,3,3,1,High/ Medium,Normal (170-185),67,61,55,59,66,27
10735,Oliver Rathbone,176,76,71,CAM,67,1100000,2000,England,50,48,39,69,51,58,61,60,6,6,5,11,15,62,61,61,63,45,63,76,74,68,59,70,64,62,84,60,70,Right,3,3,1,High/ Medium,Normal (170-185),68,49,47,61,67,26
10736,Pierre Kanstrup,188,81,65,CB,65,500000,3000,Denmark,43,36,63,61,43,61,63,64,8,9,16,14,13,71,61,43,51,49,67,54,55,59,56,66,67,72,81,83,39,Right,3,2,1,High/ Medium,Normal (185+),55,48,55,59,61,33
10737,Martin Erlić,193,88,74,CB,67,1500000,4000,Croatia,31,29,63,35,33,65,70,66,9,9,7,13,8,75,63,31,33,49,47,41,49,40,64,45,42,60,57,82,21,Right,2,2,1,Low/ Medium,Normal (185+),37,32,28,37,41,24
10738,Jan Fortelný,174,67,74,CM,67,1600000,500,Czech Republic,59,51,42,68,49,47,54,51,9,15,6,9,10,65,57,57,66,51,69,70,70,68,69,78,61,65,73,56,57,Right,3,2,1,Medium/ Medium,Lean (170-185),65,59,43,66,66,23
10739,George Dobson,185,75,72,CDM,69,1400000,3000,England,57,50,60,66,43,63,64,62,9,9,13,11,7,77,63,58,66,51,68,66,69,66,64,72,65,70,85,73,52,Right,4,3,1,Medium/ High,Normal (185+),62,60,56,69,64,25
10740,Kjartan Henry Finnbogason,188,83,65,ST,65,450000,4000,Iceland,43,67,66,56,56,40,25,25,16,8,13,14,9,79,27,68,55,65,65,60,63,52,69,60,68,70,62,80,60,Right,3,2,1,High/ High,Normal (185+),58,32,55,38,63,36
10741,Manuel Zeitz,181,79,65,CDM,65,600000,2000,Germany,49,50,62,64,56,61,64,61,9,9,15,7,13,68,62,50,60,56,63,55,55,54,60,65,66,60,79,67,61,Right,3,2,1,Medium/ High,Normal (170-185),60,51,46,64,61,32
10742,Nicolás Gastón Avellaneda,191,83,68,GK,65,700000,3000,Argentina,19,19,13,23,13,15,15,15,65,64,62,63,67,28,21,11,33,21,45,47,49,43,63,41,47,57,27,65,15,Right,3,1,1,Medium/ Medium,Lean (185+),23,13,19,21,19,29
10743,Kristopher da Graca,188,80,73,CB,67,1500000,1000,Sweden,38,24,64,62,35,66,68,61,11,15,6,16,15,59,63,22,31,37,46,56,61,34,57,59,45,64,66,77,28,Right,2,2,1,Medium/ Medium,Normal (185+),36,31,30,40,56,24
10744,Robin Tim Becker,182,79,71,CB,67,1000000,2000,Germany,54,37,57,60,29,62,63,64,8,8,9,12,9,71,68,51,37,49,50,76,73,68,62,69,53,72,70,72,45,Right,2,2,1,Medium/ High,Normal (170-185),57,37,42,47,58,25
10745,Matthew Penney,174,64,74,LM,66,1500000,4000,England,62,59,55,62,60,54,65,62,14,13,13,12,15,58,56,62,57,50,58,76,72,74,60,86,66,62,66,52,59,Left,3,3,1,High/ Medium,Normal (170-185),69,63,67,56,61,24
10746,Daan Heymans,186,79,75,CAM,67,1600000,2000,Belgium,52,67,55,67,53,42,53,49,5,13,14,12,6,54,48,66,64,53,64,57,65,62,63,61,65,60,66,67,59,Right,3,2,1,Medium/ Medium,Lean (185+),65,65,56,65,67,23
10747,Nouh Ibrahim Al Mousa,175,70,65,CDM,65,600000,9000,Saudi Arabia,59,53,48,66,30,63,64,62,12,15,12,9,11,53,60,58,66,37,67,51,58,71,60,61,56,75,80,70,59,Right,3,2,1,Medium/ Medium,Normal (170-185),63,55,57,67,65,31
10748,長谷川 アーリアジャスール,186,74,65,ST,65,600000,2000,Japan,54,65,63,69,49,54,61,50,12,13,14,9,9,58,45,71,67,53,63,51,46,61,63,47,66,57,49,79,57,Right,3,3,1,Medium/ Medium,Lean (185+),63,56,49,63,68,34
10749,Leonel Justiniano Arauz,172,79,66,CDM,65,725000,500,Bolivia,50,31,60,66,31,66,69,64,8,13,13,6,10,67,64,38,41,48,65,51,51,66,56,82,53,63,82,52,28,Right,3,2,1,Medium/ Medium,Normal (170-185),44,39,34,65,64,30
10750,Frankie Kent,188,76,72,CB,67,1300000,3000,England,28,32,63,64,24,66,65,62,10,6,12,11,14,60,64,40,45,34,55,61,66,58,61,60,38,73,81,72,16,Right,3,2,1,Medium/ High,Lean (185+),52,22,28,55,62,27
10751,Ruben Herráiz Alcaraz,175,73,66,ST,67,825000,1000,Spain,54,67,61,62,62,30,11,12,11,9,9,15,6,36,17,66,64,59,64,70,68,74,63,73,68,65,67,62,65,Right,3,3,1,Medium/ Medium,Lean (170-185),68,56,54,36,67,29
10752,Stephane Onesime Emaná,181,74,68,ST,67,950000,9000,Cameroon,56,65,64,60,57,30,40,32,8,6,9,6,14,81,41,66,51,54,55,85,84,75,54,72,64,75,73,80,63,Right,3,2,1,High/ Medium,Normal (170-185),60,52,42,44,62,28
10753,Brett Pitman,183,70,65,ST,65,575000,4000,England,57,70,72,58,65,25,20,30,14,12,9,8,11,63,25,73,63,72,68,45,47,51,61,72,69,57,51,73,65,Right,4,2,1,Medium/ Low,Stocky (170-185),59,67,67,62,63,34
10754,Marko Marić,191,89,71,GK,65,925000,1000,Croatia,17,13,15,23,16,19,13,19,65,64,65,66,68,24,19,7,42,16,43,44,41,35,53,53,49,59,30,68,19,Left,3,1,1,Medium/ Medium,Normal (185+),19,17,17,20,18,26
10755,Alan Jesús Acosta Montañez,176,73,70,RM,66,1100000,3000,Mexico,65,58,54,62,46,32,53,56,13,11,9,12,10,84,31,60,64,53,58,76,77,71,56,70,66,67,64,68,43,Right,3,3,1,Medium/ High,Normal (170-185),63,57,45,59,63,26
10756,Jay Aston Emmanuel-Thomas,191,85,65,ST,65,725000,2000,England,62,64,63,59,67,32,33,31,8,8,14,12,14,55,31,65,62,72,68,62,71,62,55,41,70,53,52,81,63,Left,4,3,1,Low/ Low,Stocky (185+),66,49,68,57,64,32
10757,Stephen Henderson,193,87,65,GK,65,350000,9000,Republic of Ireland,19,15,19,28,17,22,15,13,66,62,70,64,62,33,16,6,45,18,42,46,34,47,68,41,53,62,34,62,16,Right,3,1,1,Medium/ Medium,Normal (185+),17,11,15,34,18,34
10758,Kevin Friesenbichler,188,77,68,ST,67,950000,6000,Austria,31,65,73,50,66,22,14,14,6,12,15,13,8,46,12,68,42,63,63,61,75,63,58,57,68,75,63,73,56,Left,4,2,1,Medium/ Medium,Normal (185+),64,42,26,34,62,28
10759,Alexis Agustín Rodríguez,170,70,72,CAM,69,1400000,4000,Argentina,53,70,45,64,44,43,53,47,14,14,13,9,8,60,48,68,66,49,64,73,74,79,64,83,67,62,59,57,60,Right,3,3,1,Medium/ Medium,Normal (170-),68,40,46,58,70,26
10760,Toni Domgjoni,177,74,78,RM,67,1700000,3000,Switzerland,58,51,61,64,63,64,59,64,6,14,9,14,13,61,61,61,62,50,68,71,70,70,65,73,67,68,79,66,60,Right,4,3,1,High/ Medium,Normal (170-185),66,65,55,63,68,24
10761,Håkon Eikemo Opdal,188,91,65,GK,65,80000,750,Norway,17,13,14,38,17,28,13,10,62,63,64,66,65,34,18,12,59,21,52,37,44,36,68,47,48,63,27,66,13,Right,2,1,1,Medium/ Medium,Stocky (185+),10,11,16,35,18,40
10762,Cristian Souza España,172,64,68,RM,67,975000,5000,Uruguay,68,60,64,61,57,20,20,19,7,12,10,8,6,27,12,68,59,65,49,75,77,63,60,74,66,69,77,57,69,Right,3,2,1,High/ Medium,Normal (170-185),64,49,29,49,62,27
10763,Daniel Avramovski,184,77,69,CAM,67,1000000,4000,North Macedonia,61,60,37,67,55,45,33,43,7,14,13,9,7,62,38,65,62,62,64,63,61,65,57,56,69,60,63,64,66,Left,3,2,1,High/ Medium,Normal (170-185),67,68,63,64,70,27
10764,Marc Bola,185,78,74,LWB,66,1500000,4000,England,64,32,56,59,26,58,64,62,10,16,6,16,16,59,56,51,44,36,53,76,76,64,57,67,36,64,75,70,29,Left,3,2,1,High/ Medium,Normal (185+),66,46,26,49,63,25
10765,三丸 拡,172,69,66,LB,65,775000,3000,Japan,70,26,54,62,29,56,61,65,8,6,13,12,12,61,58,50,42,39,50,78,76,64,59,74,33,55,63,64,26,Left,3,2,1,High/ Medium,Normal (170-185),54,55,30,57,55,29
10766,Facundo Martín Martínez Montagnoli,179,75,65,LM,65,300000,500,Argentina,59,60,39,74,43,42,31,29,7,11,16,13,6,41,39,68,67,50,66,64,46,47,67,57,55,54,72,60,60,Right,3,3,1,Medium/ Medium,Normal (170-185),61,57,66,72,63,37
10767,Luis Alberto Caicedo Medina,172,70,66,CB,66,675000,500,Ecuador,48,24,66,62,22,60,66,63,13,9,6,11,9,77,69,29,28,37,54,48,34,44,63,74,37,71,70,78,26,Right,3,2,1,Medium/ Medium,Normal (170-185),23,24,26,52,33,30
10768,Ricardo Henrique Schuck Friedrich,188,83,67,GK,65,650000,5000,Brazil,13,12,11,18,13,21,20,15,66,62,64,64,66,28,12,10,45,20,48,38,20,40,64,35,48,45,32,59,15,Right,1,1,1,Medium/ Medium,Normal (185+),15,15,13,20,17,29
10769,Ersan Adem Gülüm,185,85,65,CB,65,350000,4000,Turkey,48,43,64,63,38,59,60,58,7,9,13,14,16,80,63,39,44,49,60,61,52,57,62,53,70,78,72,82,55,Left,2,2,2,Low/ High,Normal (185+),53,30,44,60,56,35
10770,Irven Beybe Ávila Acero,170,70,65,ST,65,725000,500,Peru,36,72,65,57,60,41,19,20,12,13,8,13,14,50,33,64,37,70,60,67,65,76,71,89,64,58,56,60,65,Right,3,3,1,High/ Low,Normal (170-),62,56,56,46,63,32
10771,Daniël De Silva,170,60,72,CAM,67,1400000,850,Australia,47,58,27,68,59,32,36,20,7,9,8,15,10,36,30,60,61,50,60,75,74,80,56,85,59,79,83,68,63,Right,4,3,1,High/ High,Lean (170-),66,62,45,62,68,25
10772,정태욱 Tae Wook Jeong,194,92,73,CB,67,1500000,2000,Korea Republic,23,22,76,42,22,62,65,62,9,11,8,14,15,65,62,22,32,31,46,37,67,34,56,36,33,75,34,91,18,Right,3,2,1,Low/ Medium,Stocky (185+),36,28,22,36,41,25
10773,René Vollath,185,83,66,GK,65,525000,1000,Germany,10,9,14,23,11,10,9,15,64,62,60,66,67,30,14,8,31,19,43,37,41,38,64,43,45,68,36,53,12,Right,3,1,1,Medium/ Medium,Normal (185+),17,12,12,21,16,32
10774,Bryan Mendoza Cruz,171,72,74,ST,69,1600000,3000,Mexico,54,69,69,61,60,46,56,52,13,14,12,7,12,63,56,69,62,52,46,72,74,49,61,77,72,57,66,55,70,Right,3,2,1,High/ Medium,Normal (170-185),63,43,40,58,62,25
10775,Erik Zenga,181,76,66,CAM,66,825000,2000,Germany,60,51,59,70,47,62,63,62,8,8,13,12,11,66,62,57,65,45,60,64,72,72,68,69,58,75,57,65,49,Right,3,3,1,Medium/ Medium,Normal (170-185),68,59,48,69,69,29
10776,武富 孝介,173,69,65,CAM,66,725000,4000,Japan,58,65,67,66,54,39,27,23,12,7,13,8,10,61,55,69,67,46,50,57,61,82,62,72,70,83,69,64,64,Right,4,3,1,Medium/ Medium,Lean (170-185),64,43,37,62,66,32
10777,Emanuel Aiwu,184,77,79,CB,67,1600000,2000,Austria,50,38,66,62,34,58,69,67,9,14,13,14,7,68,60,44,43,34,58,68,71,67,63,63,55,73,64,72,39,Right,3,2,1,Low/ Medium,Normal (170-185),45,30,31,57,54,22
10778,Luca Emanuel Meisl,184,80,74,CB,67,1500000,2000,Austria,31,17,62,56,25,65,68,63,13,9,8,7,7,61,64,22,35,35,60,51,53,40,63,63,40,77,61,74,37,Right,3,2,1,Medium/ Medium,Normal (170-185),38,22,25,51,58,23
10779,Dejan Jaković,188,80,65,CB,65,230000,2000,Canada,17,30,61,54,46,64,65,60,8,13,6,12,8,76,64,27,50,39,49,33,35,30,63,45,52,68,58,82,43,Right,2,2,1,Low/ High,Normal (185+),42,40,32,49,50,37
10780,Franco Lepore,178,72,65,RB,65,250000,1000,Italy,65,42,48,66,58,48,55,62,9,7,11,10,11,72,59,56,59,55,63,71,75,66,65,73,65,55,75,59,62,Right,3,3,1,High/ Medium,Normal (170-185),60,61,63,56,64,37
10781,Leonard Zuta,180,75,65,LB,65,700000,8000,North Macedonia,64,45,53,59,46,60,55,65,9,13,6,15,9,74,62,44,63,43,60,76,79,69,66,69,67,68,58,62,43,Left,3,2,1,Medium/ Medium,Lean (170-185),63,60,43,54,60,30
10782,Lukas Grgic,183,84,71,CB,67,1000000,5000,Austria,49,32,61,65,29,64,63,58,11,10,14,12,6,72,63,48,51,44,61,66,69,54,63,62,56,69,83,80,49,Left,3,2,1,Medium/ Medium,Normal (170-185),53,34,38,60,60,27
10783,Benjamin Tiedemann Hansen,189,75,69,CB,67,875000,1000,Denmark,26,23,63,56,23,66,67,64,11,11,9,7,6,62,62,24,34,32,45,62,68,51,61,49,41,72,75,74,25,Right,3,2,1,Medium/ Medium,Normal (185+),37,24,21,60,55,28
10784,Alexandru Țigănașu,179,74,65,LB,65,625000,3000,Romania,64,38,49,63,36,64,62,61,12,5,11,12,15,53,63,56,52,52,58,65,75,69,62,71,72,65,70,71,67,Left,2,2,1,Medium/ High,Normal (170-185),43,58,63,55,56,32
10785,Nils Miatke,178,76,65,LM,65,700000,800,Germany,66,44,55,62,45,59,64,63,13,15,10,7,13,71,60,56,51,43,63,82,77,80,62,82,65,77,71,58,48,Left,3,3,1,Medium/ Medium,Normal (170-185),66,69,61,59,66,32
10786,Marcel Titsch Rivero,182,76,65,CDM,66,675000,2000,Germany,55,46,59,69,48,59,65,59,10,12,14,9,13,64,66,57,63,46,63,62,62,68,67,67,52,73,82,68,50,Left,3,2,1,Medium/ Medium,Normal (170-185),63,40,39,66,65,33
10787,Sebastian Maier,179,68,66,CAM,66,850000,5000,Germany,66,54,47,67,62,41,24,20,11,7,14,9,8,54,38,61,64,59,59,77,58,82,64,77,69,71,61,51,69,Right,4,3,1,Medium/ Medium,Normal (170-185),67,69,69,55,65,29
10788,Fausto Emanuel Montero,167,68,65,CDM,66,575000,4000,Argentina,57,47,54,65,56,68,65,62,13,10,6,6,14,73,68,66,57,56,55,66,69,67,67,70,67,66,70,66,63,Right,3,3,1,Medium/ Medium,Normal (170-),64,55,51,67,66,34
10789,Gilli Rólantsson,187,82,65,RM,66,750000,2000,Faroe Islands,64,64,65,69,48,58,58,59,10,10,11,12,6,50,57,60,54,57,61,78,84,66,61,61,64,75,68,76,57,Right,4,3,1,Medium/ Medium,Normal (185+),63,57,29,64,65,30
10790,Emmanuel Monthe,193,82,69,CB,67,900000,3000,Cameroon,40,33,60,54,29,62,70,62,9,12,16,12,11,64,62,42,44,41,68,54,61,48,58,49,55,70,74,90,42,Left,3,2,1,Medium/ High,Stocky (185+),47,38,30,51,55,27
10791,Kevin Kabran,185,82,66,LM,65,850000,1000,Sweden,58,64,54,61,58,53,31,30,7,12,12,14,11,63,32,63,61,55,62,80,73,71,57,70,61,54,71,76,61,Right,3,3,1,High/ Medium,Lean (185+),65,55,42,56,67,29
10792,Patryk Sokołowski,182,79,68,CDM,68,950000,2000,Poland,54,44,52,68,29,63,66,62,8,14,15,9,8,58,66,54,62,46,62,66,64,72,66,60,57,59,77,71,58,Right,3,3,1,Medium/ High,Lean (170-185),68,32,35,63,65,28
10793,Rémy Boissier,181,73,68,CM,67,925000,2000,France,63,54,59,68,46,60,67,59,9,10,6,10,8,66,61,61,63,63,59,67,64,65,66,65,69,71,71,63,62,Right,3,2,1,Medium/ High,Lean (170-185),63,65,68,65,66,28
10794,Jürgen Fatmir Gjasula,189,87,65,CDM,65,240000,2000,Albania,67,61,60,67,62,63,57,53,14,11,12,7,14,68,59,63,68,81,68,52,50,67,68,65,68,51,63,76,64,Right,3,3,1,Medium/ Medium,Normal (185+),64,69,72,67,67,37
10795,Miroslav Čovilo,193,87,65,CB,68,240000,2000,Bosnia Herzegovina,54,46,70,63,44,58,69,65,15,6,7,9,12,62,69,62,52,49,63,33,35,34,64,34,54,86,57,90,56,Right,2,2,1,Medium/ Medium,Normal (185+),56,43,57,62,63,36
10796,Zlatko Janjić,187,83,65,ST,65,350000,900,Bosnia Herzegovina,65,65,66,65,68,33,32,18,11,14,11,7,16,61,43,62,62,68,66,62,64,65,65,70,68,63,62,76,63,Right,3,3,1,Medium/ Low,Normal (185+),64,73,71,62,64,36
10797,James Shea,181,76,66,GK,65,550000,3000,England,14,11,12,21,13,17,13,14,64,63,58,66,66,19,15,10,37,17,47,28,26,34,59,48,44,44,28,41,11,Right,2,1,1,Medium/ Medium,Normal (170-185),13,10,14,29,22,31
10798,Lukas Scherff,175,70,71,LM,66,1100000,1000,Germany,62,50,44,52,57,42,60,67,12,12,14,9,14,73,50,57,58,35,62,81,80,80,60,79,60,76,84,64,46,Left,3,3,1,High/ High,Normal (170-185),72,46,44,53,64,26
10799,Cameron Devlin,170,68,74,CDM,69,1600000,1000,Australia,52,56,45,66,38,63,67,68,14,7,6,12,6,87,66,62,66,46,71,71,66,76,64,84,48,55,81,59,43,Right,3,2,1,High/ High,Lean (170-),64,48,51,64,65,24
10800,Răzvan Tincu,185,80,65,CB,65,475000,3000,Romania,33,36,64,63,28,67,64,61,9,9,14,7,11,72,64,51,66,57,70,62,63,64,64,69,43,73,63,75,58,Right,2,2,1,Medium/ High,Normal (185+),34,31,36,52,51,35
10801,Vincent Vermeij,196,88,68,ST,67,950000,1000,Netherlands,49,67,82,60,58,28,22,23,9,9,9,13,11,33,24,67,59,62,64,46,53,43,60,46,69,67,66,85,55,Right,3,2,1,Medium/ High,Lean (185+),57,35,30,50,56,28
10802,Mikkel Kallesøe,193,80,72,ST,66,1400000,3000,Denmark,59,61,56,62,56,57,55,55,8,11,7,8,13,54,50,63,48,47,62,78,82,68,58,57,66,32,83,70,62,Right,3,3,1,High/ High,Lean (185+),64,58,39,56,67,25
10803,Ibrahima Sory Conté,191,82,70,CB,67,975000,2000,Guinea,36,39,70,54,40,61,69,60,9,14,15,14,5,61,63,32,49,30,59,63,51,59,57,56,60,71,64,88,42,Right,2,2,1,Medium/ Medium,Lean (185+),51,48,27,52,53,26
10804,Ahmed Touba,184,81,72,LWB,66,1400000,2000,Belgium,62,47,47,64,53,60,60,64,7,7,14,9,12,62,56,52,60,54,55,78,81,61,52,58,52,77,71,74,54,Left,3,2,1,Medium/ Medium,Normal (170-185),65,56,46,60,67,24
10805,Michael Bostwick,193,89,65,CB,65,475000,3000,England,41,49,66,53,41,63,64,60,15,13,6,9,9,88,62,52,42,58,61,45,34,48,62,33,74,54,82,88,64,Right,3,2,1,Medium/ High,Stocky (185+),44,41,63,50,48,34
10806,Alexander Fuchs,184,76,72,CM,67,1400000,2000,Germany,53,49,51,69,38,59,54,52,9,13,7,5,11,49,60,53,68,45,49,68,53,67,68,68,53,70,81,67,52,Right,3,3,1,High/ High,Lean (170-185),65,63,42,64,70,25
10807,Konrad Michalak,174,61,73,RM,66,1600000,3000,Poland,62,55,50,61,32,36,43,49,14,11,10,12,11,58,31,53,56,42,49,91,91,73,57,74,44,59,64,43,45,Right,2,3,1,High/ Medium,Lean (170-185),63,59,33,55,62,25
10808,Marcelo Alexis Weigandt,175,72,81,RB,65,1800000,3000,Argentina,55,35,46,56,26,59,67,64,8,9,14,10,15,71,64,52,34,40,58,70,74,72,64,73,35,60,75,63,35,Right,3,2,1,High/ Medium,Normal (170-185),62,38,32,31,59,22
10809,Ángel Martínez Cervera,177,74,65,CM,65,325000,3000,Spain,53,58,48,67,54,68,67,54,11,10,25,8,15,53,64,62,64,43,63,61,61,65,60,67,64,63,58,57,63,Right,3,3,1,Medium/ Medium,Lean (170-185),65,55,44,68,69,36
10810,Dušan Lagator,190,82,68,CB,67,850000,2000,Montenegro,56,48,64,62,39,62,60,58,12,13,11,8,13,71,62,46,55,46,53,63,69,58,60,68,64,71,77,83,53,Right,3,2,1,Medium/ High,Normal (185+),58,56,48,63,64,28
10811,Hobie Verhulst,192,80,69,GK,65,750000,2000,Netherlands,14,11,15,29,15,14,18,14,66,61,64,63,68,22,17,13,17,36,22,45,52,45,64,61,48,63,45,66,17,Left,3,1,1,Medium/ Medium,Normal (185+),17,9,15,36,28,29
10812,Jon-Helge Tveita,184,80,65,RB,65,700000,1000,Norway,55,52,58,60,48,62,64,59,16,13,8,7,6,63,67,58,58,40,55,67,69,61,63,54,64,61,76,71,61,Right,3,2,1,Medium/ High,Normal (170-185),61,53,39,56,60,30
10813,Giovanni Di Noia,180,72,68,CM,69,950000,1000,Italy,63,58,60,67,55,64,70,65,9,11,8,14,16,64,65,61,63,57,53,68,71,61,62,70,73,65,80,65,60,Left,3,2,1,Medium/ Medium,Normal (170-185),63,55,58,64,67,28
10814,Marius Ionuț Briceag,175,72,65,LB,65,650000,4000,Romania,65,36,63,59,44,60,64,67,11,15,14,6,14,53,62,41,44,37,67,71,68,63,58,58,41,62,66,74,42,Left,2,2,1,Medium/ High,Normal (170-185),53,38,42,51,58,30
10815,Graham Dylan Burke,175,72,66,CAM,66,850000,7000,Republic of Ireland,59,65,45,62,64,30,19,14,6,4,8,5,3,58,26,63,69,68,64,63,57,75,59,75,70,47,63,57,71,Left,4,3,1,High/ Medium,Lean (170-185),66,71,60,57,69,29
10816,Djavan Anderson,180,72,69,RB,65,925000,11000,Netherlands,60,30,60,59,35,59,60,62,9,15,6,15,7,70,61,65,53,41,50,74,82,70,57,78,56,62,71,62,31,Right,3,3,1,Medium/ Medium,Normal (170-185),64,48,37,53,62,27
10817,Frederik Lund Gytkjær,180,75,66,CAM,66,825000,4000,Denmark,53,67,55,63,48,30,29,34,11,13,11,11,10,42,31,70,55,61,61,72,69,75,67,70,62,52,69,64,59,Right,3,3,1,High/ High,Normal (170-185),66,47,55,57,67,29
10818,Matt Derbyshire,185,72,65,ST,65,350000,1000,England,57,66,63,63,64,28,22,23,13,9,6,6,16,59,27,68,59,67,62,75,69,67,67,60,67,64,73,56,65,Right,3,2,1,Medium/ Medium,Lean (185+),61,58,30,45,63,36
10819,Aleksander Foosnæs,172,69,68,LWB,66,850000,1000,Norway,54,33,38,56,32,61,64,63,10,15,8,8,12,58,64,46,54,35,50,75,75,70,62,83,59,62,79,57,49,Left,2,2,1,Medium/ Medium,Normal (170-185),62,44,31,53,58,28
10820,Yunus Dimoara Musah,178,73,84,RM,66,1800000,1000,England,66,61,44,65,48,58,57,58,15,6,14,6,10,58,63,62,57,35,60,70,71,65,63,68,77,64,66,65,73,Right,3,4,1,Medium/ Low,Normal (170-185),62,53,40,62,64,20
10821,Kristoffer Tokstad,185,84,65,RW,65,725000,2000,Norway,63,59,58,60,59,33,48,46,14,9,12,7,11,66,56,60,65,59,66,76,80,69,58,69,66,58,85,76,62,Right,2,3,1,Medium/ Medium,Normal (185+),65,64,58,54,65,31
10822,Viktor Agardius,181,78,65,CB,65,575000,950,Sweden,57,26,61,63,34,65,63,61,13,9,15,6,8,56,65,47,47,38,64,69,73,70,70,73,57,65,66,76,36,Left,3,2,1,Medium/ Medium,Normal (170-185),57,42,38,58,65,33
10823,Micheal Fabbro,173,70,72,RM,67,1400000,1000,Italy,59,61,63,62,60,21,23,22,6,12,10,6,12,49,22,60,64,66,58,83,80,78,60,78,59,70,60,50,61,Right,4,3,1,High/ Medium,Lean (170-185),66,70,61,50,67,26
10824,Juan Ángel Espínola González,186,100,70,GK,65,825000,500,Paraguay,15,10,12,18,8,8,15,14,63,68,66,65,66,26,14,7,23,14,24,25,33,28,55,60,50,52,27,57,9,Right,2,1,1,Medium/ Medium,Normal (185+),12,15,13,35,19,28
10825,Víctor Eduardo Mendoza Izurieta,189,91,69,GK,65,775000,500,Ecuador,10,7,10,25,7,9,11,14,66,69,67,62,68,17,12,4,21,16,23,27,31,28,48,37,50,53,16,60,8,Right,3,1,1,Medium/ Medium,Normal (185+),13,12,14,15,13,28
10826,Aykut Özer,189,80,65,GK,65,550000,3000,Turkey,13,19,9,24,13,13,14,12,66,64,62,63,64,29,24,18,29,16,54,43,54,46,62,41,47,66,24,64,15,Right,3,1,1,Medium/ Medium,Normal (185+),16,17,12,16,23,29
10827,Paul McGinn,183,79,65,RB,65,625000,2000,Scotland,60,48,57,62,44,61,63,62,5,5,15,4,6,70,59,61,56,43,55,76,69,70,57,70,58,66,76,69,54,Right,3,2,1,High/ Medium,Normal (170-185),62,54,34,58,62,32
